candidate_id,candidate_file_sha256,work_id,source_edition_id,translation_source_id,book,segment_index,target_paragraph,proposed_source_start_ref,proposed_source_end_ref,proposed_source_line_count,review_decision,reviewed_source_start_ref,reviewed_source_end_ref,reviewer,reviewed_at,review_notes,source_text,target_text,review_status,paper_facing_eligible,analysis_status
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-053,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,53,53,2.679,2.691,13,,,,,,,"Θεσσαλοῦ υἷε δύω Ἡρακλεΐδαο ἄνακτος·
τοῖς δὲ τριήκοντα γλαφυραὶ νέες ἐστιχόωντο.
νῦν αὖ τοὺς ὅσσοι τὸ Πελασγικὸν Ἄργος ἔναιον,
οἵ τʼ Ἄλον οἵ τʼ Ἀλόπην οἵ τε Τρηχῖνα νέμοντο,
οἵ τʼ εἶχον Φθίην ἠδʼ Ἑλλάδα καλλιγύναικα,
Μυρμιδόνες δὲ καλεῦντο καὶ Ἕλληνες καὶ Ἀχαιοί,
τῶν αὖ πεντήκοντα νεῶν ἦν ἀρχὸς Ἀχιλλεύς.
ἀλλʼ οἵ γʼ οὐ πολέμοιο δυσηχέος ἐμνώοντο·
οὐ γὰρ ἔην ὅς τίς σφιν ἐπὶ στίχας ἡγήσαιτο·
κεῖτο γὰρ ἐν νήεσσι ποδάρκης δῖος Ἀχιλλεὺς
κούρης χωόμενος Βρισηΐδος ἠϋκόμοιο,
τὴν ἐκ Λυρνησσοῦ ἐξείλετο πολλὰ μογήσας
Λυρνησσὸν διαπορθήσας καὶ τείχεα Θήβης,","Those again who held Pelasgic Argos, Alos, Alope, and Trachis;
      and those of Phthia and Hellas the land of fair women, who were
      called Myrmidons, Hellenes, and Achaeans; these had fifty ships,
      over which Achilles was in command. But they now took no part in
      the war, inasmuch as there was no one to marshal them; for
      Achilles stayed by his ships, furious about the loss of the girl
      Briseis, whom he had taken from Lyrnessus at his own great peril,
      when he had sacked Lyrnessus and Thebe, and had overthrown Mynes
      and Epistrophus, sons of king Evenor, son of Selepus. For her
      sake Achilles was still grieving, but ere long he was again to
      join them.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-054,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,54,54,2.692,2.710,19,,,,,,,"κὰδ δὲ Μύνητʼ ἔβαλεν καὶ Ἐπίστροφον ἐγχεσιμώρους,
υἱέας Εὐηνοῖο Σεληπιάδαο ἄνακτος·
τῆς ὅ γε κεῖτʼ ἀχέων, τάχα δʼ ἀνστήσεσθαι ἔμελλεν.
οἳ δʼ εἶχον Φυλάκην καὶ Πύρασον ἀνθεμόεντα
Δήμητρος τέμενος, Ἴτωνά τε μητέρα μήλων,
ἀγχίαλόν τʼ Ἀντρῶνα ἰδὲ Πτελεὸν λεχεποίην,
τῶν αὖ Πρωτεσίλαος ἀρήϊος ἡγεμόνευε
ζωὸς ἐών· τότε δʼ ἤδη ἔχεν κάτα γαῖα μέλαινα.
τοῦ δὲ καὶ ἀμφιδρυφὴς ἄλοχος Φυλάκῃ ἐλέλειπτο
καὶ δόμος ἡμιτελής· τὸν δʼ ἔκτανε Δάρδανος ἀνὴρ
νηὸς ἀποθρῴσκοντα πολὺ πρώτιστον Ἀχαιῶν.
οὐδὲ μὲν οὐδʼ οἳ ἄναρχοι ἔσαν, πόθεόν γε μὲν ἀρχόν·
ἀλλά σφεας κόσμησε Ποδάρκης ὄζος Ἄρηος
Ἰφίκλου υἱὸς πολυμήλου Φυλακίδαο
αὐτοκασίγνητος μεγαθύμου Πρωτεσιλάου
ὁπλότερος γενεῇ· ὁ δʼ ἅμα πρότερος καὶ ἀρείων
ἥρως Πρωτεσίλαος ἀρήϊος· οὐδέ τι λαοὶ
δεύονθʼ ἡγεμόνος, πόθεόν γε μὲν ἐσθλὸν ἐόντα·
τῷ δʼ ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.","And those that held Phylace and the flowery meadows of Pyrasus,
      sanctuary of Ceres; Iton, the mother of sheep; Antrum upon the
      sea, and Pteleum that lies upon the grass lands. Of these brave
      Protesilaus had been captain while he was yet alive, but he was
      now lying under the earth. He had left a wife behind him in
      Phylace to tear her cheeks in sorrow, and his house was only half
      finished, for he was slain by a Dardanian warrior while leaping
      foremost of the Achaeans upon the soil of Troy. Still, though his
      people mourned their chieftain, they were not without a leader,
      for Podarces, of the race of Mars, marshalled them; he was son of
      Iphiclus, rich in sheep, who was the son of Phylacus, and he was
      own brother to Protesilaus, only younger, Protesilaus being at
      once the elder and the more valiant. So the people were not
      without a leader, though they mourned him whom they had lost.
      With him there came forty ships.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-055,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,55,55,2.711,2.714,4,,,,,,,"οἳ δὲ Φερὰς ἐνέμοντο παραὶ Βοιβηΐδα λίμνην
Βοίβην καὶ Γλαφύρας καὶ ἐϋκτιμένην Ἰαωλκόν,
τῶν ἦρχʼ Ἀδμήτοιο φίλος πάϊς ἕνδεκα νηῶν
Εὔμηλος, τὸν ὑπʼ Ἀδμήτῳ τέκε δῖα γυναικῶν","And those that held Pherae by the Boebean lake, with Boebe,
      Glaphyrae, and the populous city of Iolcus, these with their
      eleven ships were led by Eumelus, son of Admetus, whom Alcestis
      bore to him, loveliest of the daughters of Pelias.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-056,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,56,56,2.715,2.726,12,,,,,,,"Ἄλκηστις Πελίαο θυγατρῶν εἶδος ἀρίστη.
οἳ δʼ ἄρα Μηθώνην καὶ Θαυμακίην ἐνέμοντο
καὶ Μελίβοιαν ἔχον καὶ Ὀλιζῶνα τρηχεῖαν,
τῶν δὲ Φιλοκτήτης ἦρχεν τόξων ἐῢ εἰδὼς
ἑπτὰ νεῶν· ἐρέται δʼ ἐν ἑκάστῃ πεντήκοντα
ἐμβέβασαν τόξων εὖ εἰδότες ἶφι μάχεσθαι.
ἀλλʼ ὃ μὲν ἐν νήσῳ κεῖτο κρατέρʼ ἄλγεα πάσχων
Λήμνῳ ἐν ἠγαθέῃ, ὅθι μιν λίπον υἷες Ἀχαιῶν
ἕλκεϊ μοχθίζοντα κακῷ ὀλοόφρονος ὕδρου·
ἔνθʼ ὅ γε κεῖτʼ ἀχέων· τάχα δὲ μνήσεσθαι ἔμελλον
Ἀργεῖοι παρὰ νηυσὶ Φιλοκτήταο ἄνακτος.
οὐδὲ μὲν οὐδʼ οἳ ἄναρχοι ἔσαν, πόθεόν γε μὲν ἀρχόν·","And those that held Methone and Thaumacia, with Meliboea and
      rugged Olizon, these were led by the skilful archer Philoctetes,
      and they had seven ships, each with fifty oarsmen all of them
      good archers; but Philoctetes was lying in great pain in the
      Island of Lemnos, where the sons of the Achaeans left him, for he
      had been bitten by a poisonous water snake. There he lay sick and
      sorry, and full soon did the Argives come to miss him. But his
      people, though they felt his loss were not leaderless, for Medon,
      the bastard son of Oileus by Rhene, set them in array.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-057,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,57,57,2.727,2.731,5,,,,,,,"ἀλλὰ Μέδων κόσμησεν Ὀϊλῆος νόθος υἱός,
τόν ῥʼ ἔτεκεν Ῥήνη ὑπʼ Ὀϊλῆϊ πτολιπόρθῳ.
οἳ δʼ εἶχον Τρίκκην καὶ Ἰθώμην κλωμακόεσσαν,
οἵ τʼ ἔχον Οἰχαλίην πόλιν Εὐρύτου Οἰχαλιῆος,
τῶν αὖθʼ ἡγείσθην Ἀσκληπιοῦ δύο παῖδε","Those, again, of Tricca and the stony region of Ithome, and they
      that held Oechalia, the city of Oechalian Eurytus, these were
      commanded by the two sons of Aesculapius, skilled in the art of
      healing, Podalirius and Machaon. And with them there came thirty
      ships.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-058,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,58,58,2.732,2.735,4,,,,,,,"ἰητῆρʼ ἀγαθὼ Ποδαλείριος ἠδὲ Μαχάων·
τοῖς δὲ τριήκοντα γλαφυραὶ νέες ἐστιχόωντο.
οἳ δʼ ἔχον Ὀρμένιον, οἵ τε κρήνην Ὑπέρειαν,
οἵ τʼ ἔχον Ἀστέριον Τιτάνοιό τε λευκὰ κάρηνα,","The men, moreover, of Ormenius, and by the fountain of Hypereia,
      with those that held Asterius, and the white crests of Titanus,
      these were led by Eurypylus, the son of Euaemon, and with them
      there came forty ships.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-059,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,59,59,2.736,2.745,10,,,,,,,"τῶν ἦρχʼ Εὐρύπυλος Εὐαίμονος ἀγλαὸς υἱός·
τῷ δʼ ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
οἳ δʼ Ἄργισσαν ἔχον καὶ Γυρτώνην ἐνέμοντο,
Ὄρθην Ἠλώνην τε πόλιν τʼ Ὀλοοσσόνα λευκήν,
τῶν αὖθʼ ἡγεμόνευε μενεπτόλεμος Πολυποίτης
υἱὸς Πειριθόοιο τὸν ἀθάνατος τέκετο Ζεύς·
τόν ῥʼ ὑπὸ Πειριθόῳ τέκετο κλυτὸς Ἱπποδάμεια
ἤματι τῷ ὅτε Φῆρας ἐτίσατο λαχνήεντας,
τοὺς δʼ ἐκ Πηλίου ὦσε καὶ Αἰθίκεσσι πέλασσεν·
οὐκ οἶος, ἅμα τῷ γε Λεοντεὺς ὄζος Ἄρηος","Those that held Argissa and Gyrtone, Orthe, Elone, and the white
      city of Oloosson, of these brave Polypoetes was leader. He was
      son of Pirithous, who was son of Jove himself, for Hippodameia
      bore him to Pirithous on the day when he took his revenge on the
      shaggy mountain savages and drove them from Mt. Pelion to the
      Aithices. But Polypoetes was not sole in command, for with him
      was Leonteus, of the race of Mars, who was son of Coronus, the
      son of Caeneus. And with these there came forty ships.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-060,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,60,60,2.746,2.753,8,,,,,,,"υἱὸς ὑπερθύμοιο Κορώνου Καινεΐδαο·
τοῖς δʼ ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
Γουνεὺς δʼ ἐκ Κύφου ἦγε δύω καὶ εἴκοσι νῆας·
τῷ δʼ Ἐνιῆνες ἕποντο μενεπτόλεμοί τε Περαιβοὶ
οἳ περὶ Δωδώνην δυσχείμερον οἰκίʼ ἔθεντο,
οἵ τʼ ἀμφʼ ἱμερτὸν Τιταρησσὸν ἔργα νέμοντο
ὅς ῥʼ ἐς Πηνειὸν προΐει καλλίρροον ὕδωρ,
οὐδʼ ὅ γε Πηνειῷ συμμίσγεται ἀργυροδίνῃ,","Guneus brought two and twenty ships from Cyphus, and he was
      followed by the Enienes and the valiant Peraebi, who dwelt about
      wintry Dodona, and held the lands round the lovely river
      Titaresius, which sends its waters into the Peneus. They do not
      mingle with the silver eddies of the Peneus, but flow on the top
      of them like oil; for the Titaresius is a branch of dread Orcus
      and of the river Styx.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-061,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,61,61,2.754,2.757,4,,,,,,,"ἀλλά τέ μιν καθύπερθεν ἐπιρρέει ἠΰτʼ ἔλαιον·
ὅρκου γὰρ δεινοῦ Στυγὸς ὕδατός ἐστιν ἀπορρώξ.
Μαγνήτων δʼ ἦρχε Πρόθοος Τενθρηδόνος υἱός,
οἳ περὶ Πηνειὸν καὶ Πήλιον εἰνοσίφυλλον","Of the Magnetes, Prothous son of Tenthredon was commander. They
      were they that dwelt about the river Peneus and Mt. Pelion.
      Prothous, fleet of foot, was their leader, and with him there
      came forty ships.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-062,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,62,62,2.758,2.760,3,,,,,,,"ναίεσκον· τῶν μὲν Πρόθοος θοὸς ἡγεμόνευε,
τῷ δʼ ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
οὗτοι ἄρʼ ἡγεμόνες Δαναῶν καὶ κοίρανοι ἦσαν·","Such were the chiefs and princes of the Danaans. Who, then, O
      Muse, was the foremost, whether man or horse, among those that
      followed after the sons of Atreus?",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-063,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,63,63,2.761,2.778,18,,,,,,,"τίς τὰρ τῶν ὄχʼ ἄριστος ἔην σύ μοι ἔννεπε Μοῦσα
αὐτῶν ἠδʼ ἵππων, οἳ ἅμʼ Ἀτρεΐδῃσιν ἕποντο.
ἵπποι μὲν μέγʼ ἄρισται ἔσαν Φηρητιάδαο,
τὰς Εὔμηλος ἔλαυνε ποδώκεας ὄρνιθας ὣς
ὄτριχας οἰέτεας σταφύλῇ ἐπὶ νῶτον ἐΐσας·
τὰς ἐν Πηρείῃ θρέψʼ ἀργυρότοξος Ἀπόλλων
ἄμφω θηλείας, φόβον Ἄρηος φορεούσας.
ἀνδρῶν αὖ μέγʼ ἄριστος ἔην Τελαμώνιος Αἴας
ὄφρʼ Ἀχιλεὺς μήνιεν· ὃ γὰρ πολὺ φέρτατος ἦεν,
ἵπποι θʼ οἳ φορέεσκον ἀμύμονα Πηλεΐωνα.
ἀλλʼ ὃ μὲν ἐν νήεσσι κορωνίσι ποντοπόροισι
κεῖτʼ ἀπομηνίσας Ἀγαμέμνονι ποιμένι λαῶν
Ἀτρεΐδῃ· λαοὶ δὲ παρὰ ῥηγμῖνι θαλάσσης
δίσκοισιν τέρποντο καὶ αἰγανέῃσιν ἱέντες
τόξοισίν θʼ· ἵπποι δὲ παρʼ ἅρμασιν οἷσιν ἕκαστος
λωτὸν ἐρεπτόμενοι ἐλεόθρεπτόν τε σέλινον
ἕστασαν· ἅρματα δʼ εὖ πεπυκασμένα κεῖτο ἀνάκτων
ἐν κλισίῃς· οἳ δʼ ἀρχὸν ἀρηΐφιλον ποθέοντες","Of the horses, those of the son of Pheres were by far the finest.
      They were driven by Eumelus, and were as fleet as birds. They
      were of the same age and colour, and perfectly matched in height.
      Apollo, of the silver bow, had bred them in Perea—both of them
      mares, and terrible as Mars in battle. Of the men, Ajax, son of
      Telamon, was much the foremost so long as Achilles’ anger lasted,
      for Achilles excelled him greatly and he had also better horses;
      but Achilles was now holding aloof at his ships by reason of his
      quarrel with Agamemnon, and his people passed their time upon the
      sea-shore, throwing discs or aiming with spears at a mark, and in
      archery. Their horses stood each by his own chariot, champing
      lotus and wild celery. The chariots were housed under cover, but
      their owners, for lack of leadership, wandered hither and thither
      about the host and went not forth to fight.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-064,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,64,64,2.779,2.784,6,,,,,,,"φοίτων ἔνθα καὶ ἔνθα κατὰ στρατὸν οὐδὲ μάχοντο.
οἳ δʼ ἄρʼ ἴσαν ὡς εἴ τε πυρὶ χθὼν πᾶσα νέμοιτο·
γαῖα δʼ ὑπεστενάχιζε Διὶ ὣς τερπικεραύνῳ
χωομένῳ ὅτε τʼ ἀμφὶ Τυφωέϊ γαῖαν ἱμάσσῃ
εἰν Ἀρίμοις, ὅθι φασὶ Τυφωέος ἔμμεναι εὐνάς·
ὣς ἄρα τῶν ὑπὸ ποσσὶ μέγα στεναχίζετο γαῖα","Thus marched the host like a consuming fire, and the earth
      groaned beneath them when the lord of thunder is angry and lashes
      the land about Typhoeus among the Arimi, where they say Typhoeus
      lies. Even so did the earth groan beneath them as they sped over
      the plain.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-065,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,65,65,2.785,2.804,20,,,,,,,"ἐρχομένων· μάλα δʼ ὦκα διέπρησσον πεδίοιο.
Τρωσὶν δʼ ἄγγελος ἦλθε ποδήνεμος ὠκέα Ἶρις
πὰρ Διὸς αἰγιόχοιο σὺν ἀγγελίῃ ἀλεγεινῇ·
οἳ δʼ ἀγορὰς ἀγόρευον ἐπὶ Πριάμοιο θύρῃσι
πάντες ὁμηγερέες ἠμὲν νέοι ἠδὲ γέροντες·
ἀγχοῦ δʼ ἱσταμένη προσέφη πόδας ὠκέα Ἶρις·
εἴσατο δὲ φθογγὴν υἷϊ Πριάμοιο Πολίτῃ,
ὃς Τρώων σκοπὸς ἷζε ποδωκείῃσι πεποιθὼς
τύμβῳ ἐπʼ ἀκροτάτῳ Αἰσυήταο γέροντος,
δέγμενος ὁππότε ναῦφιν ἀφορμηθεῖεν Ἀχαιοί·
τῷ μιν ἐεισαμένη προσέφη πόδας ὠκέα Ἶρις·
ὦ γέρον αἰεί τοι μῦθοι φίλοι ἄκριτοί εἰσιν,
ὥς ποτʼ ἐπʼ εἰρήνης· πόλεμος δʼ ἀλίαστος ὄρωρεν.
ἤδη μὲν μάλα πολλὰ μάχας εἰσήλυθον ἀνδρῶν,
ἀλλʼ οὔ πω τοιόνδε τοσόνδέ τε λαὸν ὄπωπα·
λίην γὰρ φύλλοισιν ἐοικότες ἢ ψαμάθοισιν
ἔρχονται πεδίοιο μαχησόμενοι προτὶ ἄστυ.
Ἕκτορ σοὶ δὲ μάλιστʼ ἐπιτέλλομαι, ὧδε δὲ ῥέξαι·
πολλοὶ γὰρ κατὰ ἄστυ μέγα Πριάμου ἐπίκουροι,
ἄλλη δʼ ἄλλων γλῶσσα πολυσπερέων ἀνθρώπων·","And now Iris, fleet as the wind, was sent by Jove to tell the bad
      news among the Trojans. They were gathered in assembly, old and
      young, at Priam’s gates, and Iris came close up to Priam,
      speaking with the voice of Priam’s son Polites, who, being fleet
      of foot, was stationed as watchman for the Trojans on the tomb of
      old Aesyetes, to look out for any sally of the Achaeans. In his
      likeness Iris spoke, saying, “Old man, you talk idly, as in time
      of peace, while war is at hand. I have been in many a battle, but
      never yet saw such a host as is now advancing. They are crossing
      the plain to attack the city as thick as leaves or as the sands
      of the sea. Hector, I charge you above all others, do as I say.
      There are many allies dispersed about the city of Priam from
      distant places and speaking divers tongues. Therefore, let each
      chief give orders to his own people, setting them severally in
      array and leading them forth to battle.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-066,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,66,66,2.805,2.809,5,,,,,,,"τοῖσιν ἕκαστος ἀνὴρ σημαινέτω οἷσί περ ἄρχει,
τῶν δʼ ἐξηγείσθω κοσμησάμενος πολιήτας.
ὣς ἔφαθʼ, Ἕκτωρ δʼ οὔ τι θεᾶς ἔπος ἠγνοίησεν,
αἶψα δʼ ἔλυσʼ ἀγορήν· ἐπὶ τεύχεα δʼ ἐσσεύοντο·
πᾶσαι δʼ ὠΐγνυντο πύλαι, ἐκ δʼ ἔσσυτο λαὸς","Thus she spoke, but Hector knew that it was the goddess, and at
      once broke up the assembly. The men flew to arms; all the gates
      were opened, and the people thronged through them, horse and
      foot, with the tramp as of a great multitude.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-067,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,67,67,2.810,2.813,4,,,,,,,"πεζοί θʼ ἱππῆές τε· πολὺς δʼ ὀρυμαγδὸς ὀρώρει.
ἔστι δέ τις προπάροιθε πόλιος αἰπεῖα κολώνη
ἐν πεδίῳ ἀπάνευθε περίδρομος ἔνθα καὶ ἔνθα,
τὴν ἤτοι ἄνδρες Βατίειαν κικλήσκουσιν,","Now there is a high mound before the city, rising by itself upon
      the plain. Men call it Batieia, but the gods know that it is the
      tomb of lithe Myrine. Here the Trojans and their allies divided
      their forces.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-068,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,68,68,2.814,2.817,4,,,,,,,"ἀθάνατοι δέ τε σῆμα πολυσκάρθμοιο Μυρίνης·
ἔνθα τότε Τρῶές τε διέκριθεν ἠδʼ ἐπίκουροι.
Τρωσὶ μὲν ἡγεμόνευε μέγας κορυθαίολος Ἕκτωρ
Πριαμίδης· ἅμα τῷ γε πολὺ πλεῖστοι καὶ ἄριστοι","Priam’s son, great Hector of the gleaming helmet, commanded the
      Trojans, and with him were arrayed by far the greater number and
      most valiant of those who were longing for the fray.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-069,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,69,69,2.818,2.822,5,,,,,,,"λαοὶ θωρήσσοντο μεμαότες ἐγχείῃσι.
Δαρδανίων αὖτʼ ἦρχεν ἐῢς πάϊς Ἀγχίσαο
Αἰνείας, τὸν ὑπʼ Ἀγχίσῃ τέκε δῖʼ Ἀφροδίτη
Ἴδης ἐν κνημοῖσι θεὰ βροτῷ εὐνηθεῖσα,
οὐκ οἶος, ἅμα τῷ γε δύω Ἀντήνορος υἷε","The Dardanians were led by brave Aeneas, whom Venus bore to
      Anchises, when she, goddess though she was, had lain with him
      upon the mountain slopes of Ida. He was not alone, for with him
      were the two sons of Antenor, Archelochus and Acamas, both
      skilled in all the arts of war.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-070,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,70,70,2.823,2.827,5,,,,,,,"Ἀρχέλοχός τʼ Ἀκάμας τε μάχης εὖ εἰδότε πάσης.
οἳ δὲ Ζέλειαν ἔναιον ὑπαὶ πόδα νείατον Ἴδης
ἀφνειοὶ πίνοντες ὕδωρ μέλαν Αἰσήποιο
Τρῶες, τῶν αὖτʼ ἦρχε Λυκάονος ἀγλαὸς υἱὸς
Πάνδαρος, ᾧ καὶ τόξον Ἀπόλλων αὐτὸς ἔδωκεν.","They that dwelt in Telea under the lowest spurs of Mt. Ida, men
      of substance, who drink the limpid waters of the Aesepus, and are
      of Trojan blood—these were led by Pandarus son of Lycaon, whom
      Apollo had taught to use the bow.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-071,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,71,71,2.828,2.834,7,,,,,,,"οἳ δʼ Ἀδρήστειάν τʼ εἶχον καὶ δῆμον Ἀπαισοῦ
καὶ Πιτύειαν ἔχον καὶ Τηρείης ὄρος αἰπύ,
τῶν ἦρχʼ Ἄδρηστός τε καὶ Ἄμφιος λινοθώρηξ
υἷε δύω Μέροπος Περκωσίου, ὃς περὶ πάντων
ᾔδεε μαντοσύνας, οὐδὲ οὓς παῖδας ἔασκε
στείχειν ἐς πόλεμον φθισήνορα· τὼ δέ οἱ οὔ τι
πειθέσθην· κῆρες γὰρ ἄγον μέλανος θανάτοιο.","They that held Adresteia and the land of Apaesus, with Pityeia,
      and the high mountain of Tereia—these were led by Adrestus and
      Amphius, whose breastplate was of linen. These were the sons of
      Merops of Percote, who excelled in all kinds of divination. He
      told them not to take part in the war, but they gave him no heed,
      for fate lured them to destruction.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-02--segment-072,7a46a811b333f9638d310754b0e77a4da58d28b60963710ddce3ec25d5eb1d1c,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,2,72,72,2.835,2.840,6,,,,,,,"οἳ δʼ ἄρα Περκώτην καὶ Πράκτιον ἀμφενέμοντο
καὶ Σηστὸν καὶ Ἄβυδον ἔχον καὶ δῖαν Ἀρίσβην,
τῶν αὖθʼ Ὑρτακίδης ἦρχʼ Ἄσιος ὄρχαμος ἀνδρῶν,
Ἄσιος Ὑρτακίδης ὃν Ἀρίσβηθεν φέρον ἵπποι
αἴθωνες μεγάλοι ποταμοῦ ἄπο Σελλήεντος.
Ἱππόθοος δʼ ἄγε φῦλα Πελασγῶν ἐγχεσιμώρων","They that dwelt about Percote and Practius, with Sestos, Abydos,
      and Arisbe—these were led by Asius, son of Hyrtacus, a brave
      commander—Asius, the son of Hyrtacus, whom his powerful dark bay
      steeds, of the breed that comes from the river Selleis, had
      brought from Arisbe.",pending_human_review,no,excluded_until_completed_review
