candidate_id,candidate_file_sha256,work_id,source_edition_id,translation_source_id,book,segment_index,target_paragraph,proposed_source_start_ref,proposed_source_end_ref,proposed_source_line_count,review_decision,reviewed_source_start_ref,reviewed_source_end_ref,reviewer,reviewed_at,review_notes,source_text,target_text,review_status,paper_facing_eligible,analysis_status
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-011,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,11,11,3.126,3.142,17,,,,,,,"δίπλακα πορφυρέην, πολέας δʼ ἐνέπασσεν ἀέθλους
Τρώων θʼ ἱπποδάμων καὶ Ἀχαιῶν χαλκοχιτώνων,
οὕς ἑθεν εἵνεκʼ ἔπασχον ὑπʼ Ἄρηος παλαμάων·
ἀγχοῦ δʼ ἱσταμένη προσέφη πόδας ὠκέα Ἶρις·
δεῦρʼ ἴθι νύμφα φίλη, ἵνα θέσκελα ἔργα ἴδηαι
Τρώων θʼ ἱπποδάμων καὶ Ἀχαιῶν χαλκοχιτώνων,
οἳ πρὶν ἐπʼ ἀλλήλοισι φέρον πολύδακρυν Ἄρηα
ἐν πεδίῳ ὀλοοῖο λιλαιόμενοι πολέμοιο·
οἳ δὴ νῦν ἕαται σιγῇ, πόλεμος δὲ πέπαυται,
ἀσπίσι κεκλιμένοι, παρὰ δʼ ἔγχεα μακρὰ πέπηγεν.
αὐτὰρ Ἀλέξανδρος καὶ ἀρηΐφιλος Μενέλαος
μακρῇς ἐγχείῃσι μαχήσονται περὶ σεῖο·
τῷ δέ κε νικήσαντι φίλη κεκλήσῃ ἄκοιτις.
ὣς εἰποῦσα θεὰ γλυκὺν ἵμερον ἔμβαλε θυμῷ
ἀνδρός τε προτέρου καὶ ἄστεος ἠδὲ τοκήων·
αὐτίκα δʼ ἀργεννῇσι καλυψαμένη ὀθόνῃσιν
ὁρμᾶτʼ ἐκ θαλάμοιο τέρεν κατὰ δάκρυ χέουσα","Meanwhile Iris went to Helen in the form of her sister-in-law,
      wife of the son of Antenor, for Helicaon, son of Antenor, had
      married Laodice, the fairest of Priam’s daughters. She found her
      in her own room, working at a great web of purple linen, on which
      she was embroidering the battles between Trojans and Achaeans,
      that Mars had made them fight for her sake. Iris then came close
      up to her and said, “Come hither, child, and see the strange
      doings of the Trojans and Achaeans. Till now they have been
      warring upon the plain, mad with lust of battle, but now they
      have left off fighting, and are leaning upon their shields,
      sitting still with their spears planted beside them. Alexandrus
      and Menelaus are going to fight about yourself, and you are to be
      the wife of him who is the victor.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-012,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,12,12,3.143,3.148,6,,,,,,,"οὐκ οἴη, ἅμα τῇ γε καὶ ἀμφίπολοι δύʼ ἕποντο,
Αἴθρη Πιτθῆος θυγάτηρ, Κλυμένη τε βοῶπις·
αἶψα δʼ ἔπειθʼ ἵκανον ὅθι Σκαιαὶ πύλαι ἦσαν.
οἳ δʼ ἀμφὶ Πρίαμον καὶ Πάνθοον ἠδὲ Θυμοίτην
Λάμπόν τε Κλυτίον θʼ Ἱκετάονά τʼ ὄζον Ἄρηος
Οὐκαλέγων τε καὶ Ἀντήνωρ πεπνυμένω ἄμφω","Thus spoke the goddess, and Helen’s heart yearned after her
      former husband, her city, and her parents. She threw a white
      mantle over her head, and hurried from her room, weeping as she
      went, not alone, but attended by two of her handmaids, Aethrae,
      daughter of Pittheus, and Clymene. And straightway they were at
      the Scaean gates.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-013,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,13,13,3.149,3.162,14,,,,,,,"ἥατο δημογέροντες ἐπὶ Σκαιῇσι πύλῃσι,
γήραϊ δὴ πολέμοιο πεπαυμένοι, ἀλλʼ ἀγορηταὶ
ἐσθλοί, τεττίγεσσιν ἐοικότες οἵ τε καθʼ ὕλην
δενδρέῳ ἐφεζόμενοι ὄπα λειριόεσσαν ἱεῖσι·
τοῖοι ἄρα Τρώων ἡγήτορες ἧντʼ ἐπὶ πύργῳ.
οἳ δʼ ὡς οὖν εἴδονθʼ Ἑλένην ἐπὶ πύργον ἰοῦσαν,
ἦκα πρὸς ἀλλήλους ἔπεα πτερόεντʼ ἀγόρευον·
οὐ νέμεσις Τρῶας καὶ ἐϋκνήμιδας Ἀχαιοὺς
τοιῇδʼ ἀμφὶ γυναικὶ πολὺν χρόνον ἄλγεα πάσχειν·
αἰνῶς ἀθανάτῃσι θεῇς εἰς ὦπα ἔοικεν·
ἀλλὰ καὶ ὧς τοίη περ ἐοῦσʼ ἐν νηυσὶ νεέσθω,
μηδʼ ἡμῖν τεκέεσσί τʼ ὀπίσσω πῆμα λίποιτο.
ὣς ἄρʼ ἔφαν, Πρίαμος δʼ Ἑλένην ἐκαλέσσατο φωνῇ·
δεῦρο πάροιθʼ ἐλθοῦσα φίλον τέκος ἵζευ ἐμεῖο,","The two sages, Ucalegon and Antenor, elders of the people, were
      seated by the Scaean gates, with Priam, Panthous, Thymoetes,
      Lampus, Clytius, and Hiketaon of the race of Mars. These were too
      old to fight, but they were fluent orators, and sat on the tower
      like cicales that chirrup delicately from the boughs of some high
      tree in a wood. When they saw Helen coming towards the tower,
      they said softly to one another, “Small wonder that Trojans and
      Achaeans should endure so much and so long, for the sake of a
      woman so marvellously and divinely lovely. Still, fair though she
      be, let them take her and go, or she will breed sorrow for us and
      for our children after us.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-014,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,14,14,3.163,3.173,11,,,,,,,"ὄφρα ἴδῃ πρότερόν τε πόσιν πηούς τε φίλους τε·
οὔ τί μοι αἰτίη ἐσσί, θεοί νύ μοι αἴτιοί εἰσιν
οἵ μοι ἐφώρμησαν πόλεμον πολύδακρυν Ἀχαιῶν·
ὥς μοι καὶ τόνδʼ ἄνδρα πελώριον ἐξονομήνῃς
ὅς τις ὅδʼ ἐστὶν Ἀχαιὸς ἀνὴρ ἠΰς τε μέγας τε.
ἤτοι μὲν κεφαλῇ καὶ μείζονες ἄλλοι ἔασι,
καλὸν δʼ οὕτω ἐγὼν οὔ πω ἴδον ὀφθαλμοῖσιν,
οὐδʼ οὕτω γεραρόν· βασιλῆϊ γὰρ ἀνδρὶ ἔοικε.
τὸν δʼ Ἑλένη μύθοισιν ἀμείβετο δῖα γυναικῶν·
αἰδοῖός τέ μοί ἐσσι φίλε ἑκυρὲ δεινός τε·
ὡς ὄφελεν θάνατός μοι ἁδεῖν κακὸς ὁππότε δεῦρο","But Priam bade her draw nigh. “My child,” said he, “take your
      seat in front of me that you may see your former husband, your
      kinsmen and your friends. I lay no blame upon you, it is the
      gods, not you who are to blame. It is they that have brought
      about this terrible war with the Achaeans. Tell me, then, who is
      yonder huge hero so great and goodly? I have seen men taller by a
      head, but none so comely and so royal. Surely he must be a king.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-015,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,15,15,3.174,3.184,11,,,,,,,"υἱέϊ σῷ ἑπόμην θάλαμον γνωτούς τε λιποῦσα
παῖδά τε τηλυγέτην καὶ ὁμηλικίην ἐρατεινήν.
ἀλλὰ τά γʼ οὐκ ἐγένοντο· τὸ καὶ κλαίουσα τέτηκα.
τοῦτο δέ τοι ἐρέω ὅ μʼ ἀνείρεαι ἠδὲ μεταλλᾷς·
οὗτός γʼ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,
ἀμφότερον βασιλεύς τʼ ἀγαθὸς κρατερός τʼ αἰχμητής·
δαὴρ αὖτʼ ἐμὸς ἔσκε κυνώπιδος, εἴ ποτʼ ἔην γε.
ὣς φάτο, τὸν δʼ ὁ γέρων ἠγάσσατο φώνησέν τε·
ὦ μάκαρ Ἀτρεΐδη μοιρηγενὲς ὀλβιόδαιμον,
ἦ ῥά νύ τοι πολλοὶ δεδμήατο κοῦροι Ἀχαιῶν.
ἤδη καὶ Φρυγίην εἰσήλυθον ἀμπελόεσσαν,","“Sir,” answered Helen, “father of my husband, dear and reverend
      in my eyes, would that I had chosen death rather than to have
      come here with your son, far from my bridal chamber, my friends,
      my darling daughter, and all the companions of my girlhood. But
      it was not to be, and my lot is one of tears and sorrow. As for
      your question, the hero of whom you ask is Agamemnon, son of
      Atreus, a good king and a brave soldier, brother-in-law as surely
      as that he lives, to my abhorred and miserable self.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-016,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,16,16,3.185,3.193,9,,,,,,,"ἔνθα ἴδον πλείστους Φρύγας ἀνέρας αἰολοπώλους
λαοὺς Ὀτρῆος καὶ Μυγδόνος ἀντιθέοιο,
οἵ ῥα τότʼ ἐστρατόωντο παρʼ ὄχθας Σαγγαρίοιο·
καὶ γὰρ ἐγὼν ἐπίκουρος ἐὼν μετὰ τοῖσιν ἐλέχθην
ἤματι τῷ ὅτε τʼ ἦλθον Ἀμαζόνες ἀντιάνειραι·
ἀλλʼ οὐδʼ οἳ τόσοι ἦσαν ὅσοι ἑλίκωπες Ἀχαιοί.
δεύτερον αὖτʼ Ὀδυσῆα ἰδὼν ἐρέεινʼ ὁ γεραιός·
εἴπʼ ἄγε μοι καὶ τόνδε φίλον τέκος ὅς τις ὅδʼ ἐστί·
μείων μὲν κεφαλῇ Ἀγαμέμνονος Ἀτρεΐδαο,","The old man marvelled at him and said, “Happy son of Atreus,
      child of good fortune. I see that the Achaeans are subject to you
      in great multitudes. When I was in Phrygia I saw much horsemen,
      the people of Otreus and of Mygdon, who were camping upon the
      banks of the river Sangarius; I was their ally, and with them
      when the Amazons, peers of men, came up against them, but even
      they were not so many as the Achaeans.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-017,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,17,17,3.194,3.199,6,,,,,,,"εὐρύτερος δʼ ὤμοισιν ἰδὲ στέρνοισιν ἰδέσθαι.
τεύχεα μέν οἱ κεῖται ἐπὶ χθονὶ πουλυβοτείρῃ,
αὐτὸς δὲ κτίλος ὣς ἐπιπωλεῖται στίχας ἀνδρῶν·
ἀρνειῷ μιν ἔγωγε ἐΐσκω πηγεσιμάλλῳ,
ὅς τʼ οἰῶν μέγα πῶϋ διέρχεται ἀργεννάων.
τὸν δʼ ἠμείβετʼ ἔπειθʼ Ἑλένη Διὸς ἐκγεγαυῖα·","The old man next looked upon Ulysses; “Tell me,” he said, “who is
      that other, shorter by a head than Agamemnon, but broader across
      the chest and shoulders? His armour is laid upon the ground, and
      he stalks in front of the ranks as it were some great woolly ram
      ordering his ewes.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-018,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,18,18,3.200,3.203,4,,,,,,,"οὗτος δʼ αὖ Λαερτιάδης πολύμητις Ὀδυσσεύς,
ὃς τράφη ἐν δήμῳ Ἰθάκης κραναῆς περ ἐούσης
εἰδὼς παντοίους τε δόλους καὶ μήδεα πυκνά.
τὴν δʼ αὖτʼ Ἀντήνωρ πεπνυμένος ἀντίον ηὔδα·","And Helen answered, “He is Ulysses, a man of great craft, son of
      Laertes. He was born in rugged Ithaca, and excels in all manner
      of stratagems and subtle cunning.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-019,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,19,19,3.204,3.226,23,,,,,,,"ὦ γύναι ἦ μάλα τοῦτο ἔπος νημερτὲς ἔειπες·
ἤδη γὰρ καὶ δεῦρό ποτʼ ἤλυθε δῖος Ὀδυσσεὺς
σεῦ ἕνεκʼ ἀγγελίης σὺν ἀρηϊφίλῳ Μενελάῳ·
τοὺς δʼ ἐγὼ ἐξείνισσα καὶ ἐν μεγάροισι φίλησα,
ἀμφοτέρων δὲ φυὴν ἐδάην καὶ μήδεα πυκνά.
ἀλλʼ ὅτε δὴ Τρώεσσιν ἐν ἀγρομένοισιν ἔμιχθεν
στάντων μὲν Μενέλαος ὑπείρεχεν εὐρέας ὤμους,
ἄμφω δʼ ἑζομένω γεραρώτερος ἦεν Ὀδυσσεύς·
ἀλλʼ ὅτε δὴ μύθους καὶ μήδεα πᾶσιν ὕφαινον
ἤτοι μὲν Μενέλαος ἐπιτροχάδην ἀγόρευε,
παῦρα μὲν ἀλλὰ μάλα λιγέως, ἐπεὶ οὐ πολύμυθος
οὐδʼ ἀφαμαρτοεπής· ἦ καὶ γένει ὕστερος ἦεν.
ἀλλʼ ὅτε δὴ πολύμητις ἀναΐξειεν Ὀδυσσεὺς
στάσκεν, ὑπαὶ δὲ ἴδεσκε κατὰ χθονὸς ὄμματα πήξας,
σκῆπτρον δʼ οὔτʼ ὀπίσω οὔτε προπρηνὲς ἐνώμα,
ἀλλʼ ἀστεμφὲς ἔχεσκεν ἀΐδρεϊ φωτὶ ἐοικώς·
φαίης κε ζάκοτόν τέ τινʼ ἔμμεναι ἄφρονά τʼ αὔτως.
ἀλλʼ ὅτε δὴ ὄπα τε μεγάλην ἐκ στήθεος εἵη
καὶ ἔπεα νιφάδεσσιν ἐοικότα χειμερίῃσιν,
οὐκ ἂν ἔπειτʼ Ὀδυσῆΐ γʼ ἐρίσσειε βροτὸς ἄλλος·
οὐ τότε γʼ ὧδʼ Ὀδυσῆος ἀγασσάμεθʼ εἶδος ἰδόντες.
τὸ τρίτον αὖτʼ Αἴαντα ἰδὼν ἐρέεινʼ ὃ γεραιός·
τίς τὰρ ὅδʼ ἄλλος Ἀχαιὸς ἀνὴρ ἠΰς τε μέγας τε","On this Antenor said, “Madam, you have spoken truly. Ulysses once
      came here as envoy about yourself, and Menelaus with him. I
      received them in my own house, and therefore know both of them by
      sight and conversation. When they stood up in presence of the
      assembled Trojans, Menelaus was the broader shouldered, but when
      both were seated Ulysses had the more royal presence. After a
      time they delivered their message, and the speech of Menelaus ran
      trippingly on the tongue; he did not say much, for he was a man
      of few words, but he spoke very clearly and to the point, though
      he was the younger man of the two; Ulysses, on the other hand,
      when he rose to speak, was at first silent and kept his eyes
      fixed upon the ground. There was no play nor graceful movement of
      his sceptre; he kept it straight and stiff like a man unpractised
      in oratory—one might have taken him for a mere churl or
      simpleton; but when he raised his voice, and the words came
      driving from his deep chest like winter snow before the wind,
      then there was none to touch him, and no man thought further of
      what he looked like.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-020,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,20,20,3.227,3.229,3,,,,,,,"ἔξοχος Ἀργείων κεφαλήν τε καὶ εὐρέας ὤμους;
τὸν δʼ Ἑλένη τανύπεπλος ἀμείβετο δῖα γυναικῶν·
οὗτος δʼ Αἴας ἐστὶ πελώριος ἕρκος Ἀχαιῶν·","Priam then caught sight of Ajax and asked, “Who is that great and
      goodly warrior whose head and broad shoulders tower above the
      rest of the Argives?”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-021,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,21,21,3.230,3.243,14,,,,,,,"Ἰδομενεὺς δʼ ἑτέρωθεν ἐνὶ Κρήτεσσι θεὸς ὣς
ἕστηκʼ, ἀμφὶ δέ μιν Κρητῶν ἀγοὶ ἠγερέθονται.
πολλάκι μιν ξείνισσεν ἀρηΐφιλος Μενέλαος
οἴκῳ ἐν ἡμετέρῳ ὁπότε Κρήτηθεν ἵκοιτο.
νῦν δʼ ἄλλους μὲν πάντας ὁρῶ ἑλίκωπας Ἀχαιούς,
οὕς κεν ἐῢ γνοίην καί τʼ οὔνομα μυθησαίμην·
δοιὼ δʼ οὐ δύναμαι ἰδέειν κοσμήτορε λαῶν
Κάστορά θʼ ἱππόδαμον καὶ πὺξ ἀγαθὸν Πολυδεύκεα
αὐτοκασιγνήτω, τώ μοι μία γείνατο μήτηρ.
ἢ οὐχ ἑσπέσθην Λακεδαίμονος ἐξ ἐρατεινῆς,
ἢ δεύρω μὲν ἕποντο νέεσσʼ ἔνι ποντοπόροισι,
νῦν αὖτʼ οὐκ ἐθέλουσι μάχην καταδύμεναι ἀνδρῶν
αἴσχεα δειδιότες καὶ ὀνείδεα πόλλʼ ἅ μοί ἐστιν.
ὣς φάτο, τοὺς δʼ ἤδη κάτεχεν φυσίζοος αἶα","“That,” answered Helen, “is huge Ajax, bulwark of the Achaeans,
      and on the other side of him, among the Cretans, stands Idomeneus
      looking like a god, and with the captains of the Cretans round
      him. Often did Menelaus receive him as a guest in our house when
      he came visiting us from Crete. I see, moreover, many other
      Achaeans whose names I could tell you, but there are two whom I
      can nowhere find, Castor, breaker of horses, and Pollux the
      mighty boxer; they are children of my mother, and own brothers to
      myself. Either they have not left Lacedaemon, or else, though
      they have brought their ships, they will not show themselves in
      battle for the shame and disgrace that I have brought upon them.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-022,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,22,22,3.244,3.246,3,,,,,,,"ἐν Λακεδαίμονι αὖθι φίλῃ ἐν πατρίδι γαίῃ.
κήρυκες δʼ ἀνὰ ἄστυ θεῶν φέρον ὅρκια πιστὰ
ἄρνε δύω καὶ οἶνον ἐΰφρονα καρπὸν ἀρούρης","She knew not that both these heroes were already lying under the
      earth in their own land of Lacedaemon.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-023,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,23,23,3.247,3.259,13,,,,,,,"ἀσκῷ ἐν αἰγείῳ· φέρε δὲ κρητῆρα φαεινὸν
κῆρυξ Ἰδαῖος ἠδὲ χρύσεια κύπελλα·
ὄτρυνεν δὲ γέροντα παριστάμενος ἐπέεσσιν·
ὄρσεο Λαομεδοντιάδη, καλέουσιν ἄριστοι
Τρώων θʼ ἱπποδάμων καὶ Ἀχαιῶν χαλκοχιτώνων
ἐς πεδίον καταβῆναι ἵνʼ ὅρκια πιστὰ τάμητε·
αὐτὰρ Ἀλέξανδρος καὶ ἀρηΐφιλος Μενέλαος
μακρῇς ἐγχείῃσι μαχήσοντʼ ἀμφὶ γυναικί·
τῷ δέ κε νικήσαντι γυνὴ καὶ κτήμαθʼ ἕποιτο·
οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ ταμόντες
ναίοιμεν Τροίην ἐριβώλακα, τοὶ δὲ νέονται
Ἄργος ἐς ἱππόβοτον καὶ Ἀχαιΐδα καλλιγύναικα.
ὣς φάτο ῥίγησεν δʼ ὃ γέρων, ἐκέλευσε δʼ ἑταίρους","Meanwhile the heralds were bringing the holy oath-offerings
      through the city—two lambs and a goatskin of wine, the gift of
      earth; and Idaeus brought the mixing-bowl and the cups of gold.
      He went up to Priam and said, “Son of Laomedon, the princes of
      the Trojans and Achaeans bid you come down on to the plain and
      swear to a solemn covenant. Alexandrus and Menelaus are to fight
      for Helen in single combat, that she and all her wealth may go
      with him who is the victor. We are to swear to a solemn covenant
      of peace whereby we others shall dwell here in Troy, while the
      Achaeans return to Argos and the land of the Achaeans.”",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-024,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,24,24,3.260,3.268,9,,,,,,,"ἵππους ζευγνύμεναι· τοὶ δʼ ὀτραλέως ἐπίθοντο.
ἂν δʼ ἄρʼ ἔβη Πρίαμος, κατὰ δʼ ἡνία τεῖνεν ὀπίσσω·
πὰρ δέ οἱ Ἀντήνωρ περικαλλέα βήσετο δίφρον·
τὼ δὲ διὰ Σκαιῶν πεδίον δʼ ἔχον ὠκέας ἵππους.
ἀλλʼ ὅτε δή ῥʼ ἵκοντο μετὰ Τρῶας καὶ Ἀχαιούς,
ἐξ ἵππων ἀποβάντες ἐπὶ χθόνα πουλυβότειραν
ἐς μέσσον Τρώων καὶ Ἀχαιῶν ἐστιχόωντο.
ὄρνυτο δʼ αὐτίκʼ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων,
ἂν δʼ Ὀδυσεὺς πολύμητις· ἀτὰρ κήρυκες ἀγαυοὶ","The old man trembled as he heard, but bade his followers yoke the
      horses, and they made all haste to do so. He mounted the chariot,
      gathered the reins in his hand, and Antenor took his seat beside
      him; they then drove through the Scaean gates on to the plain.
      When they reached the ranks of the Trojans and Achaeans they left
      the chariot, and with measured pace advanced into the space
      between the hosts.",pending_human_review,no,excluded_until_completed_review
homer-iliad-grc-monro-allen-perseus--homer-iliad-en-butler-pg2199--book-03--segment-025,be16a807d5d4704c3e8bd1fc9e04a5fa71e014a7ebf71890b3cbd661d6434ec8,homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,3,25,25,3.269,3.292,24,,,,,,,"ὅρκια πιστὰ θεῶν σύναγον, κρητῆρι δὲ οἶνον
μίσγον, ἀτὰρ βασιλεῦσιν ὕδωρ ἐπὶ χεῖρας ἔχευαν.
Ἀτρεΐδης δὲ ἐρυσσάμενος χείρεσσι μάχαιραν,
ἥ οἱ πὰρ ξίφεος μέγα κουλεόν αἰὲν ἄωρτο,
ἀρνῶν ἐκ κεφαλέων τάμνε τρίχας· αὐτὰρ ἔπειτα
κήρυκες Τρώων καὶ Ἀχαιῶν νεῖμαν ἀρίστοις.
τοῖσιν δʼ Ἀτρεΐδης μεγάλʼ εὔχετο χεῖρας ἀνασχών·
Ζεῦ πάτερ Ἴδηθεν μεδέων κύδιστε μέγιστε,
Ἠέλιός θʼ, ὃς πάντʼ ἐφορᾷς καὶ πάντʼ ἐπακούεις,
καὶ ποταμοὶ καὶ γαῖα, καὶ οἳ ὑπένερθε καμόντας
ἀνθρώπους τίνυσθον ὅτις κʼ ἐπίορκον ὀμόσσῃ,
ὑμεῖς μάρτυροι ἔστε, φυλάσσετε δʼ ὅρκια πιστά·
εἰ μέν κεν Μενέλαον Ἀλέξανδρος καταπέφνῃ
αὐτὸς ἔπειθʼ Ἑλένην ἐχέτω καὶ κτήματα πάντα,
ἡμεῖς δʼ ἐν νήεσσι νεώμεθα ποντοπόροισιν·
εἰ δέ κʼ Ἀλέξανδρον κτείνῃ ξανθὸς Μενέλαος,
Τρῶας ἔπειθʼ Ἑλένην καὶ κτήματα πάντʼ ἀποδοῦναι,
τιμὴν δʼ Ἀργείοις ἀποτινέμεν ἥν τινʼ ἔοικεν,
ἥ τε καὶ ἐσσομένοισι μετʼ ἀνθρώποισι πέληται.
εἰ δʼ ἂν ἐμοὶ τιμὴν Πρίαμος Πριάμοιό τε παῖδες
τίνειν οὐκ ἐθέλωσιν Ἀλεξάνδροιο πεσόντος,
αὐτὰρ ἐγὼ καὶ ἔπειτα μαχήσομαι εἵνεκα ποινῆς
αὖθι μένων, ἧός κε τέλος πολέμοιο κιχείω.
ἦ, καὶ ἀπὸ στομάχους ἀρνῶν τάμε νηλέϊ χαλκῷ·","Agamemnon and Ulysses both rose to meet them. The attendants
      brought on the oath-offerings and mixed the wine in the
      mixing-bowls; they poured water over the hands of the chieftains,
      and the son of Atreus drew the dagger that hung by his sword, and
      cut wool from the lambs’ heads; this the men-servants gave about
      among the Trojan and Achaean princes, and the son of Atreus
      lifted up his hands in prayer. “Father Jove,” he cried, “that
      rulest in Ida, most glorious in power, and thou oh Sun, that
      seest and givest ear to all things, Earth and Rivers, and ye who
      in the realms below chastise the soul of him that has broken his
      oath, witness these rites and guard them, that they be not vain.
      If Alexandrus kills Menelaus, let him keep Helen and all her
      wealth, while we sail home with our ships; but if Menelaus kills
      Alexandrus, let the Trojans give back Helen and all that she has;
      let them moreover pay such fine to the Achaeans as shall be
      agreed upon, in testimony among those that shall be born
      hereafter. And if Priam and his sons refuse such fine when
      Alexandrus has fallen, then will I stay here and fight on till I
      have got satisfaction.”",pending_human_review,no,excluded_until_completed_review
