source_edition_id,work_id,source_language_code,author,editors,edition_title,edition_label,publication_date,publication_date_text,canonical_id,version_id,raw_path,raw_sha256,prepared_path,prepared_bytes,prepared_sha256,book_count,line_count,editorially_deleted_line_count,text_stage,reference_scheme,rights_status,editorial_status,paper_facing_eligible
homer-iliad-grc-monro-allen-perseus,homer-iliad,grc,Homer,David B. Monro; Thomas W. Allen,Homeri Opera,Editio Tertia; volumes 1-2,1920,1908-1920,urn:cts:greekLit:tlg0012.tlg001.perseus-grc2,91595f89e15b4d3000cd93efcf8990720c8be2b9,data/raw/source_editions/homer-iliad-grc-monro-allen-perseus.xml,ebbdfdd7b6ebd52c4ecdfdb92c17cef4447ccbb5114f7fb00cd34f434dd8521b,data/prepared/source_editions/homer-iliad-grc-monro-allen-perseus.lines.csv,2515777,8c3449bb2b6522f93820f519976ada07a0dfa029c9e5597b455c7b7ac1a1cd48,24,15687,4,prepared_source_lines,book.line,open_license,human_edited_published,yes
