work_id,source_edition_id,translation_source_id,book,candidate_path,candidate_sha256,review_worklist_path,review_worklist_bytes,review_worklist_sha256,review_row_count,completed_review_count,review_status,paper_facing_eligible,analysis_status
homer-iliad,homer-iliad-grc-monro-allen-perseus,homer-iliad-en-butler-pg2199,1,data/prepared/fine_alignment_candidates/homer-iliad-en-butler-pg2199.book-01.csv,e3138503e11f8a24b5982c36df26e3712466ca57e5b12f39f51393eb663e6fd9,data/review/fine_alignment/homer-iliad-en-butler-pg2199.book-01.review.csv,104006,61696200af4678f0e85bb107f6573e6f1bdb69d6d457bdffd4754d909f80f3d9,54,0,pending_human_review,no,excluded_until_completed_review
